Phrase	Grammar	Transcription	Translation	Notes
ᾄδω	V		to sing	
ὁ Ἀαρών	Adj		Aaron	
ἀνακράζω	V		to cry out	
ἄμεμπτος, -ον	V		blameless	
φθαρτός, -ή, -όν	N		perishable, corruptible	
ἀκριβῶς	V		carefully, accurately	
τό φύλλον, -ου	N		a leaf	
ἡ φιλαδελφία, -ας	Adj		the love of brothers, brotherly love	
ὁ ἀετός, -οῦ	Adj		an eagle, vulture	
ἀντιτάσσομαι	N		to range in battle against, to oppose, resist	
ἀναπέμπω	V		to send back	
τό γαζοφυλάκιον, -ου	V		treasury	
ὁ ἄργυρος, -ου	N		silver	
ὁ ἀνθύπατος, -ου	V		a consul, proconsul	
ἀπέναντι	Adj		over against, before, contrary to	
ἀνέγκλητος, -ον	Adv		above reproach, blameless	
ἀνεκτός, -όν	Adj		tolerable, bearable	
ἀσφαλής, -ές	N		certain, definite, sure	
ὁ Ἀρίσταρχος, -ου	N		Aristarchus	
ἡ ἀρετή, -ῆς	N		virtue, moral excellence	
ὁ ἀντίδικος, -ου	Adj		an opponent, adversary	
ἀφανίζω	N		to destroy	
βύσσινος, -η, -ον	V		fine linen	
ἀόρατος, -ον	V		invisible	
βασιλικός, -ή, -όν	V		royal	
ἄρρωστος, -ον	V		feeble, sickly	
ὁ ἀντίχριστος, -ου	N		antichrist	
ἀσύνετος, -ον	V		without understanding	
βέβηλος, -ον	V		worldly, profane	
ἅρπαξ, -αγος	Adj		ravenous	
ἡ Ἄρτεμις, -ιδος	N		Artemis	
ἡ ἄνεσις, -εως	V		a loosening, relaxation, rest, relief	
ἐκμάσσω	N		to wipe dry	
ἔμφοβος, -ον	N		terrified, frightened	
ἡ δουλεία, -ας	V		slavery	
διαρρήγνυμι	N		to tear, break	
δαπανάω	Part		to spend, spend freely	
τό δόγμα, -τος	N		(a public) decree, ordinance	
ἑβδομήκοντα	N		seventy	
ἡ δυσμή, -ῆς	N		(the) western (region)	
ἐλαύνω	N		to drive or push, row	
δεκατέσσαρες	N		fourteen	
διαπορεύομαι	V		to pass across, to journey through	
δεκτός, -ή, -όν	N		acceptable, welcome	
ἡ εἴσοδος, -ου	V		an entrance	
ἐμβριμάομαι	Adj		to be moved with anger, to admonish sternly	
ἐγκόπτω	N		to impede, detain, hinder	
ὁ ἔμπορος, -ου	N		a merchant	
δή	N		also, indeed, now, therefore (used to give greater exactness)	
