Phrase	Grammar	Transcription	Translation	Notes
der Computer			komputer	
der Koffer			walizka	
der Kuli			długopis	
der Schlüssel			klucz	
der Schrank			szafa	
der Stuhl			krzesło	
der Tisch			stół	
das Auto			samochód	
das Bett			łóżko	
das Bild			obraz	
das Buch			książka	
das Fenster			okno	
das Handy			telefon komórkowy	
das Haus			dom	
das Sofa			sofa	
das Zimmer			pokój	
die Kamera			aparat fotograficzny	
die Karte			karta; mapa; bilet	
die Lampe			lampa	
die Tür			drzwi	
die Uhr			zegar; godzina	
die Wohnung			mieszkanie	
hell			jasny	
dunkel			ciemny	
gut			dobry	
schlecht			zły	
teuer			drogi	
billig			tani	
neu			nowy	
alt			stary	
groß			duży	
klein			mały	
voll			pełny	
leer			pusty	
mieten			wynajmować	
eine Wohnung mieten			wynajmować mieszkanie	
gemütlich			przytulny	
die Küche			kuchnia	
das Bad			łazienka	
das Wohnzimmer			salon	
der Sessel			fotel	
modern			nowoczesny	
das Schlafzimmer			sypialnia	
ziemlich			dość	
der Herd			kuchenka	
der Kühlschrank			lodówka	
die Badewanne			wanna	
die Dusche			prysznic	
die Toilette			toaleta	
die Waschmaschine			pralka	
kosten			kosztować	
der Monat			miesiąc	
