Phrase	Grammar	Transcription	Translation	Notes
der Bezirk			dzielnica	
der Fahrradweg			ścieżka rowerowa	
der Fußweg			chodnik	
der Stadtplan			plan miasta	
der Stadtrand			przedmieście	
das Rathaus			ratusz	
das Schloss			zamek	
das Ticket			bilet	
das Tor			brama	
die Ampel			światła drogowe	
die Brücke			most	
die Ecke			kąt; róg	
die Kreuzung			skrzyżowanie	
die Linie			linia; trasa	
die Richtung			kierunek	
die Seite			strona	
Wie komme ich zu …?			Jak dojdę do …?	
Gehen Sie …			Proszę iść …	
geradeaus			prosto	
nach links			na lewo	
nach rechts			na prawo	
um die Ecke			za rogiem	
Es ist …			To jest …	
auf der linken Seite			po lewej stronie	
auf der rechten Seite			po prawej stronie	
an der Ecke			na rogu	
am Ende			na końcu	
nicht weit			niedaleko	
Nehmen Sie …			Proszę wziąć …	
der Bus Linie 3			autobus linii 3	
die U-Bahn Linie 3			metro linii 3	
die erste Straße links			pierwsza ulica po lewej	
die zweite Straße rechts			druga ulica po prawej	
Bis bald!			Do zobaczenia wkrótce!	
