Phrase	Grammar	Transcription	Translation	Notes
der Bleistift			ołówek	
der Fehler			błąd; pomyłka	
der Satz			zdanie	
das Beispiel			przykład	
das Heft			zeszyt	
das Lehrbuch			podręcznik	
das Thema			temat	
das Wort			słowo; wyraz	
das Wörterbuch			słownik	
die Antwort			odpowiedź	
die Aufgabe			zadanie	
die Frage			pytanie	
die Fremdsprache			język obcy	
die Grammatik			gramatyka	
die Gruppe			grupa	
die Hausaufgabe			praca domowa	
die Note			ocena	
die Pause			przerwa	
die Prüfung			egzamin	
die Seite			strona	
die Sprache			język	
die Tafel			tablica	
die Übung			ćwiczenie	
der Unterricht			lekcja; zajęcia	
dann			następnie; potem	
Platz nehmen			siadać; zajmować miejsce	
zuerst			najpierw; na początku	
prüfen			sprawdzać	
korrigieren			poprawiać	
erklären			objaśniać	
wiederholen			powtarzać	
Was bedeutet «…»?			Co znaczy «…»?	
Wie heißt auf Spanisch «… »?			Jak powiedzieć po hiszpańsku «…»?	
antworten auf			odpowiadać na	
alles ist klar			wszystko jest jasne	
bekommen			dostać; otrzymać	
dauern			trwać	
die Stunde			godzina	
enden			kończyć się	
