Phrase	Grammar	Transcription	Translation	Notes
der Bart			broda	
der Kopf			głowa	
der Mund			usta	
der Schnurrbart			wąsy	
das Auge			oko	
das Gesicht			twarz	
das Haar			włos	
das Ohr			ucho	
die Figur			figura	
die Haut			skóra	
die Lippe			warga	
die Nase			nos	
dünn			cienki; chudy	
schlank			szczupły	
vollschlank			przy kości; pulchny	
dick			gruby	
rund			okrągły	
breit			szeroki	
oval			owalny	
schmal			wąski	
schön	a		ładny; piękny	
lang			długi	
kurz			krótki	
gerade			prosty	
voll			pełny	
schulterlang			do ramion	o włosach
glatt			proste	o włosach
lockig			kręcone	o włosach
wellig			falujące	o włosach
blond			jasne	o włosach
grau			szary; siwy	
wichtig			ważny	
erzählen über			opowiadać o	
die Brille			okulary	
die Zeit verbringen			spędzać czas	
zusammen			razem	
