Phrase	Grammar	Transcription	Translation	Notes
der Aquapark			akwapark	
der Ausflug			wycieczka	
der Film			film	
der Freizeitpark			park rozrywki	
der Krimi			kryminał	
der Strand			plaża	
der Urlaub			urlop	
das Fest			święto	
das Ticket			bilet	
das Treffen			spotkanie	
die Ausstellung			wystawa	
die Diskothek			dyskoteka	
die Einladung			zaproszenie	
die Freizeit			czas wolny	
die Kneipe			knajpka	
die Unterhaltung			rozrywka	
die Vorstellung			przedstawienie	
die Ferien			wakacje	
ausgehen			wyjść	
spazieren gehen			spacerować	
verbringen			spędzać	
ins Grüne fahren			wyjechać na łono przyrody	
besonders			szczególnie	
das Picknick			piknik	
der Fluss			rzeka	
in der Sonne liegen			opalać się	
Boot fahren			pływać łódką	
Das macht mir Spaß.			To mi sprawia przyjemność.	
zu Besuch gehen			chodzić w odwiedziny	
einladen			zapraszać	
