Phrase	Grammar	Transcription	Translation	Notes
der Kellner			kelner	
der Löffel			łyżka	
der Senf			musztarda	
das Getränk			napój	
das Messer			nóż	
das Salz			sól	
das Trinkgeld			napiwek	
die Gabel			widelec	
die Nachspeise			deser	
die Rechnung			rachunek	
die Serviette			serwetka	
die Soße			sos	
die Speise			potrawa; danie	
die Speisekarte			spis potraw; karta dań	
die Vorspeise			zakąska; przystawka	
bestellen			zamawiać	
zuerst			najpierw; na początku	
bringen			przynosić	
wünschen			życzyć sobie	
am Ende			na końcu	
zahlen			płacić	
danken für			dziękować za	
das macht …			to kosztuje …	
Stimmt so.			Reszty nie trzeba.	
