Phrase	Grammar	Transcription	Translation	Notes
der Bruder			brat	
der Enkel			wnuk	
der Großvater			dziadek	
der Junge			chłopiec	
der Mann			mężczyzna; mąż	
der Mensch			człowiek	
der Onkel			wujek	
der Sohn			syn	
der Vater			ojciec	
die Enkelin			wnuczka	
die Familie			rodzina	
die Frau			pani; kobieta; żona	
die Großmutter			babka	
die Mutter			matka	
die Schwester			siostra	
die Tante			ciotka	
die Tochter			córka	
das Kind			dziecko	
das Mädchen			dziewczyna	
die Eltern			rodzice	
die Geschwister			rodzeństwo	
die Großeltern			dziadkowie	
die Verwandten			krewni	
erzählen über			opowiadać o	
ziemlich			dość	
leider			niestety	
… ist tot			… umarł; … nie żyje	
einige			kilka	
der Rentner			emeryt	
die Rentnerin			emerytka	
den Haushalt führen			prowadzić gospodarstwo domowe	
besuchen			odwiedzać; zwiedzać	
der Kindergarten			przedszkole	
immer			zawsze	
(das) Weihnachten			Boże Narodzenie	
feiern			świętować	
die Zeit verbringen			spędzać czas	
zusammen			razem	
