Text	Transcription	Notes
衣 yi ㄧ	yi	
呀 ya ㄧㄚ	ya	
耶 ye ㄧㄝ	ye	
腰 yao ㄧㄠ	yc	
優 you ㄧㄡ	yz	
煙 yan ㄧㄢ	yj	
因 yin ㄧㄣ	yb	
央 yang ㄧㄤ	yh	
英 ying ㄧㄥ	yk	
迂 yu ㄩ	yu	
約 yüe ㄩㄝ	yt	
冤 yüan ㄩㄢ	yr	
暈 yün ㄩㄣ	yy	
庸 yong ㄩㄥ	ys	
