Text	Transcription	Notes
媽 ma ㄇㄚ	ma	
摸 mo ㄇㄛ	mo	
麼 me ㄇㄜ	me	
埋 mai ㄇㄞ	md	
眉 mei ㄇㄟ	mw	
貓 mao ㄇㄠ	mc	
謀 mou ㄇㄡ	mz	
蠻 man ㄇㄢ	mj	
悶 men ㄇㄣ	mf	
忙 mang ㄇㄤ	mh	
盟 meng ㄇㄥ	mg	
迷 mi ㄇㄧ	mi	
滅 mie ㄇㄧㄝ	mp	
苗 miao ㄇㄧㄠ	mn	
謬 miu ㄇㄧㄡ	mq	
棉 mian ㄇㄧㄢ	mm	
民 min ㄇㄧㄣ	mb	
明 ming ㄇㄧㄥ	mk	
木 mu ㄇㄨ	mu	
