Text	Transcription	Notes
巴 ba ㄅㄚ	ba	
玻 bo ㄅㄛ	bo	
白 bai ㄅㄞ	bd	
杯 bei ㄅㄟ	bw	
包 bao ㄅㄠ	bc	
般 ban ㄅㄢ	bj	
奔 ben ㄅㄣ	bf	
幫 bang ㄅㄤ	bh	
崩 beng ㄅㄥ	bg	
逼 bi ㄅㄧ	bi	
別 bie ㄅㄧㄝ	bp	
標 biao ㄅㄧㄠ	bn	
邊 bian ㄅㄧㄢ	bm	
濱 bin ㄅㄧㄣ	bb	
冰 bing ㄅㄧㄥ	bk	
不 bu ㄅㄨ	bu	
