Phrase	Grammar	Transcription	Translation	Notes
求职|qiúzhí||to apply for a job|||NPCR-45
秘书|mìshū||secretary|||NPCR-45
本|běn||one's own; native; this; present|||NPCR-45
市场开发部|shìchǎngkāifābù||Market Development Department|||NPCR-45
开发|kāifā||to develop|||NPCR-45
部|bù||department|||NPCR-45
出差|chūchāi||to be on an official or business trip|||NPCR-45
商务|shāngwù||commercial affairs; business affairs|||NPCR-45
职务|zhíwù||post; job|||NPCR-45
要求|yāoqiú||to demand; to require; to ask|||NPCR-45
工商|gōngshāng||industry and commerce|||NPCR-45
贸易|màoyì||trade|||NPCR-45
代表|dàibiǎo||deputy; delegate; representative/to represent|||NPCR-45
经验|jīngyàn||experience|||NPCR-45
级|jí||level; grade|||NPCR-45
进修|jìnxiū||to engage in advanced studies|||NPCR-45
于|yú||in; on; at (indicating time or place)|||NPCR-45
成为|chéngwéi||to become; to turn into|||NPCR-45
简历|jiǎnlì||resume; cirriculum vitae|||NPCR-45
适应|shìyìng||to suit; to adapt to; to adjust to|||NPCR-45
考虑|kǎolǜ||to think over; to consider|||NPCR-45
一切|yíqiè||all, every, everything|||NPCR-45
签订|qiāndìng||to sign|||NPCR-45
合同|hétong||contract|||NPCR-45
无论|wúlùn||to matter what, how, etc.|||NPCR-45
汉语水平考试|hànyǔshuǐpíngkǎoshì||Chinese Proficiency Test (HSK)|||NPCR-45
合资|hézī||enter into partnership; pool capital|||NPCR-45
业务|yèwù||professional work; business|||NPCR-45
本人|běnrén||I (me, myself); oneself|||NPCR-45
申请|shēnqǐng||to apply for|||NPCR-45
负责|fùzé||to be responsible for; to be in charge of|||NPCR-45
联系|liánxì||to contact; to touch|||NPCR-45
精神|jīngshén||spirit; mind|||NPCR-45
创新|chuàngxīn||to create; to be creative|||NPCR-45
辞|cí||to resign; to dismiss|||NPCR-45
根据|gēnjù||according to; in the light of|||NPCR-45
附|fù||to add; to attach, to enclose|||NPCR-45
电子邮件|diànziyóujiàn||e-mail|||NPCR-45
电子|diànzi||electron|||NPCR-45
邮件|yóujiàn||postal matter; mail|||NPCR-45
顺致|shùnzhì||"to take the opportunity to express ..." (used at the close of a letter)|||NPCR-45
诚挚|chéngzhì||sincere; cordial|||NPCR-45
敬意|jìngyì||respect; tribute|||NPCR-45
信箱|xìnxiāng||mailbox; post-office box (POB)|||NPCR-45
ABC商学院|abcshāngxuéyuàn||ABC Commercial College (a business school)|||NPCR-45
亚洲|yàzhōu||Asia|||NPCR-45
西北|xīběi||Northwest|||NPCR-45
专科学校|zhuānkēxuéxiào||college for professional training|||NPCR-45
经历|jīnglì||experience|||NPCR-45
修建|xiūjiàn||to build; to construct|||NPCR-45
高速公路|gāosùgōnglù||expressway|||NPCR-45
高速|gāosù||high speed|||NPCR-45
公路|gōnglù||highway|||NPCR-45
维修|wéixiū||to keep in (good) repair, to maintain|||NPCR-45
报名|bàomíng||to sign up for something|||NPCR-45
晒|shài||to bask in the sunlight; to tan|||NPCR-45
调|diào||to transfer, to move|||NPCR-45
工程师|gōngchéngshī||engineer|||NPCR-45
人才|réncái||talented person|||NPCR-45
局长|júzhǎng||bureau chief|||NPCR-45
侄女|zhínǚ||brother's daughter; niece|||NPCR-45
录取|lùqǔ||to enrol; to admit|||NPCR-45
教师|jiàoshī||teacher|||NPCR-45
教学|jiàoxué||to teach|||NPCR-45
母语|mǔyǔ||native language; mother tongue|||NPCR-45
