Phrase	Grammar	Transcription	Translation	Notes
入乡随俗|rùxiāngsuísú||When in Rome, do as the Romans do|||NPCR-27
入|rù||to enter|||NPCR-27
乡|xiāng||native place; home village; country|||NPCR-27
随|suí||to follow|||NPCR-27
俗|sú||custom|||NPCR-27
服务员|fúwùyuán||attendant; waiter/waitress|||NPCR-27
服务|fúwù||to give service; to serve|||NPCR-27
壶|hú||kettle, pot|||NPCR-27
点心|diǎnxin||light refreshments; pastry|||NPCR-27
稍|shāo||slightly; a little|||NPCR-27
茶馆|cháguǎn||teahouse|||NPCR-27
了解|liǎojiě||to understand; to find out|||NPCR-27
风俗|fēngsú||custom|||NPCR-27
热闹|rènao||bustling with noise and excitement|||NPCR-27
闹|nào||noisy|||NPCR-27
说话|shuōhuà||to speak; to talk|||NPCR-27
声音|shēngyīn||sound, voice|||NPCR-27
声|shēng||sound; voice|||NPCR-27
更|gèng||more|||NPCR-27
最|zuì||most|||NPCR-27
舞台|wǔtái||stage|||NPCR-27
舞|wǔ||dance|||NPCR-27
台|tái||platform; stage|||NPCR-27
搬|bān||to move; to take a way|||NPCR-27
场所|chǎngsuǒ||place|||NPCR-27
发现|fāxiàn||to find, to discover|||NPCR-27
一边  一边|yìbiānyìbiān||at the same time; simultaneously|||NPCR-27
聊天|liáotiān||to chat|||NPCR-27
安静|ānjìng||quiet|||NPCR-27
静|jìng||quiet|||NPCR-27
比如|bǐrú||to give an example; for instance|||NPCR-27
咖啡馆|kāfēiguǎn||cafe; coffee bar|||NPCR-27
看法|kànfǎ||view|||NPCR-27
正常|zhèngcháng||normal; regular|||NPCR-27
筷子|kuàizi||chopsticks|||NPCR-27
刀叉|dāochā||knife and fork|||NPCR-27
刀(子)|dāozi||knife|||NPCR-27
叉(子)|chāzi||fork|||NPCR-27
食物|shíwù||food; eatables|||NPCR-27
食|shí||to eat|||NPCR-27
物|wù||thing|||NPCR-27
块|kuài||piece, lump|||NPCR-27
盘子|pánzi||plate; dish|||NPCR-27
盘|pán||dish|||NPCR-27
切|qiē||to cut; to slice|||NPCR-27
嘴|zuǐ||mouth|||NPCR-27
手指|shǒuzhǐ||finger|||NPCR-27
手|shǒu||hand|||NPCR-27
舔|tiǎn||to lick|||NPCR-27
干净|gānjìng||clean|||NPCR-27
这样|zhèyàng||so, such|||NPCR-27
西餐|xīcān||Western-style food (meal)|||NPCR-27
敬|jìng||to offer politely|||NPCR-27
香|xiāng||fragrant, sweet-smelling|||NPCR-27
寺庙|sìmiào||temple|||NPCR-27
和尚|héshang||Buddhist monk|||NPCR-27
书法家|shūfǎjiā||calligrapher|||NPCR-27
胸|xiōng||chest|||NPCR-27
阿弥陀佛|ēmítuófó||May Buddha preserve us; merciful Buddha|||NPCR-27
宋代|sòngdài||Song Dynasty|||NPCR-27
苏东坡|sūdōngpō||Su Dongpo (a famous Chinese writer of the Song dynasty)|||NPCR-27
