Phrase	Grammar	Transcription	Translation	Notes
辅导|fùdǎo||to give guidance in study or training; to tutor|||NPCR-46
就是|jiùshì||only, merely|||NPCR-46
负担|fùdān||to bear; to shoulder/load; burden|||NPCR-46
调查|diàochá||to investigate/survey|||NPCR-46
头班车|tóubānchē||first bus|||NPCR-46
头|tóu||first|||NPCR-46
班|bān||(measure word for scheduled forms of transportation)|||NPCR-46
家长|jiāzhǎng||the parent or guardian of a child|||NPCR-46
作业|zuòyè||school assignment; homework|||NPCR-46
本来|běnlái||original; at first|||NPCR-46
完成|wánchéng||to accomplish; to complete|||NPCR-46
嫌|xián||to dislike; to complain about|||NPCR-46
增加|zēngjiā||to increase; to raise|||NPCR-46
经常|jīngcháng||often; frequently|||NPCR-46
培养|péiyǎng||to foster; to train|||NPCR-46
优秀|yōuxiù||outstanding; excellent|||NPCR-46
优|yōu||excellent|||NPCR-46
风气|fēngqì||general mood; atmosphere|||NPCR-46
影响|yǐngxiǎng||to influence; to affect/effect|||NPCR-46
周末|zhōumò||weekend|||NPCR-46
周|zhōu||week|||NPCR-46
放松|fàngsōng||to relax; to loosen|||NPCR-46
补习|bǔxí||to take extra classes after school|||NPCR-46
特长|tècháng||strong point; speciality|||NPCR-46
要么|yàome||or|||NPCR-46
领导|lǐngdǎo||to lead/leader|||NPCR-46
赞成|zànchéng||to approve of; to agree with|||NPCR-46
并|bìng||(used before a negative for emphasis, usually as a retort)|||NPCR-46
爷爷|yéye||grandfather|||NPCR-46
奶奶|nǎinai||grandmother|||NPCR-46
聪明|cōngming||intelligent, clever|||NPCR-46
反对|fǎnduì||to oppose; to be against|||NPCR-46
离开|líkāi||to leave; to depart|||NPCR-46
独立|dúlì||to be independant|||NPCR-46
哭|kū||to cry; to weep|||NPCR-46
坚决|jiānjué||firm; resolute; determined|||NPCR-46
保证|bǎozhèng||to pledge; to guarantee|||NPCR-46
不断|búduàn||continuously; constantly|||NPCR-46
急忙|jímáng||hurried; hasty|||NPCR-46
听话|tīnghuà||to be obedient|||NPCR-46
团结|tuánjié||to unite; to rally|||NPCR-46
乱|luàn||random; untidy|||NPCR-46
签字|qiānzì||to sign one's name/signature|||NPCR-46
忍|rěn||to endure, to tolerate|||NPCR-46
怪|guài||to blame|||NPCR-46
袋|dài||bag; sack|||NPCR-46
糊涂|hútu||muddled; confused|||NPCR-46
县官|xiànguān||county magistrate|||NPCR-46
两|liǎng||tael (old unit of weight for silver or gold)|||NPCR-46
银子|yínzi||silver, money|||NPCR-46
鸡蛋|jīdàn||chicken egg|||NPCR-46
蛋|dàn||egg|||NPCR-46
服|fú||to be convinced; to obey|||NPCR-46
审|shěn||to interrogate; to try|||NPCR-46
迟到|chídào||to be late; to arrive late|||NPCR-46
大人|dàren||"Your Excellency"|||NPCR-46
麦子|màizi||wheat|||NPCR-46
收成|shōucheng||harvest; crop|||NPCR-46
胡说|húshuō||to talk nonsense|||NPCR-46
脸|liǎn||face|||NPCR-46
产品|chǎnpǐn||product; produce|||NPCR-46
