Phrase	Grammar	Transcription	Translation	Notes
半边天|bànbiāntiān||half the sky|||NPCR-40
天|tiān||sky|||NPCR-40
全职|quánzhí||full-time|||NPCR-40
职|zhí||post; occupation; profession|||NPCR-40
妇女|fùnǚ||woman|||NPCR-40
照顾|zhàogù||to look after; to take care of|||NPCR-40
家务|jiāwù||housework; household chores|||NPCR-40
务|wù||affair; business|||NPCR-40
男人|nánrén||man; menfolk|||NPCR-40
权利|quánlì||right|||NPCR-40
发挥|fāhuī||to bring into play|||NPCR-40
作用|zuòyòng||role; effect; function|||NPCR-40
社会|shèhuì||society|||NPCR-40
不只|bùzhǐ||not only|||NPCR-40
家庭|jiātíng||family; household|||NPCR-40
几乎|jīhū||nearly; almost|||NPCR-40
双职工|shuāngzhígōng||working couple; double-income couple|||NPCR-40
双|shuāng||two; both|||NPCR-40
职工|zhígōng||staff; workers|||NPCR-40
要是|yàoshi||if; suppose|||NPCR-40
看不起|kànbǔqi||to look down upon|||NPCR-40
为了|wèile||for; in order to|||NPCR-40
男女|nánnǚ||men and women|||NPCR-40
男|nán||man; male|||NPCR-40
女|nǚ||woman; female|||NPCR-40
就业|jiùyè||to be employed; to obtain employment|||NPCR-40
公平|gōngpíng||fair; just|||NPCR-40
方面|fāngmiàn||aspect; respect|||NPCR-40
平等|píngděng||equality/equal|||NPCR-40
单位|dānwèi||unit (as an organization, a department, a division, a section, etc.)|||NPCR-40
竞争|jìngzhēng||to compete|||NPCR-40
机会|jīhuì||chance; opportunity|||NPCR-40
只有|zhǐyǒu||only|||NPCR-40
同样|tóngyàng||same; similar|||NPCR-40
地位|dìwèi||position; status|||NPCR-40
担负|dānfù||to bear; to shoulder|||NPCR-40
担|dān||to carry|||NPCR-40
负|fù||to shoulder|||NPCR-40
占|zhàn||to make up; to account for|||NPCR-40
副|fù||deputy; vice|||NPCR-40
总理|zǒnglǐ||premier; prime minister|||NPCR-40
部长|bùzhǎng||minister|||NPCR-40
纺织|fǎngzhī||spinning and weaving; textile|||NPCR-40
工人|gōngrén||worker|||NPCR-40
护士|hùshi||nurse|||NPCR-40
封建|fēngjiàn||feudal|||NPCR-40
服从|fúcóng||to obey; to submit to|||NPCR-40
事业|shìyè||cause; undertaking|||NPCR-40
矛盾|máodùn||contradiction|||NPCR-40
完全|wánquán||complete; whole|||NPCR-40
报酬|bàochou||reward; pay|||NPCR-40
建筑|jiànzhù||building; architecture/to construct|||NPCR-40
黄牛|huángniú||ox; cow|||NPCR-40
草房|cǎofáng||thatched cottage|||NPCR-40
欠|qiàn||to owe|||NPCR-40
生产队长|shēngchǎnduìzhǎng||production team leader|||NPCR-40
勇敢|yǒnggǎn||brave|||NPCR-40
自信|zìxìn||self-confident|||NPCR-40
粮食|liángshi||grain; cereal; food|||NPCR-40
副业|fùyè||sideline; side-occupation|||NPCR-40
赚|zhuàn||to make a profit; to gain|||NPCR-40
赔|péi||to compensate; to pay for; to stand a loss|||NPCR-40
激烈|jīliè||intense; fierce|||NPCR-40
口袋|kǒudài||pocket|||NPCR-40
培训|péixùn||to train|||NPCR-40
职称|zhíchēng||professional title|||NPCR-40
婚姻|hūnyīn||marriage|||NPCR-40
伊斯兰|yīsīlán||Islam|||NPCR-40
