Phrase	Grammar	Transcription	Translation	Notes
新年|xīnnián||new year|||NPCR-20
火锅|huǒguō||hotpot|||NPCR-20
火|huǒ||fire; heat|||NPCR-20
锅|guō||pot; pan|||NPCR-20
饭馆|fànguǎn||restaurant|||NPCR-20
因为|yīnwèi||because|||NPCR-20
所以|suǒyǐ||so|||NPCR-20
爱|ài||love|||NPCR-20
涮羊肉|shuànyángròu||thin slices of mutton boiled in water|||NPCR-20
涮|shuàn||to cook thin slices of meat in boiling water|||NPCR-20
羊|yáng||sheep|||NPCR-20
肉|ròu||meat|||NPCR-20
热|rè||hot|||NPCR-20
开车|kāichē||to drive a car|||NPCR-20
开|kāi||to drive; to operate|||NPCR-20
郊区|jiāoqū||suburb; outskirts|||NPCR-20
或者|huòzhě||or|||NPCR-20
音乐会|yīnyuèhuì||concert|||NPCR-20
化妆|huàzhuāng||to put on makeup|||NPCR-20
化|huà||to change|||NPCR-20
妆|zhuāng||makeup|||NPCR-20
正式|zhèngshì||formal|||NPCR-20
民乐|mínyuè||folk music played with traditional instruments|||NPCR-20
西方|xīfāng||western; the West|||NPCR-20
西|xī||west|||NPCR-20
民族|mínzú||nation; nationality|||NPCR-20
乐器|yuèqì||musical instrument|||NPCR-20
器|qì||utensil|||NPCR-20
演奏|yǎnzòu||to give an instrumental performance|||NPCR-20
演|yǎn||to perform; to play|||NPCR-20
奏|zòu||to play a musical instrument|||NPCR-20
习惯|xíguàn||to be accustomed to/habit|||NPCR-20
乐曲|yuèqǔ||musical composition|||NPCR-20
曲|qǔ||tune; melody|||NPCR-20
出租车|chūzūchē||taxi; cab|||NPCR-20
出租|chūzhū||to hire; to rent|||NPCR-20
路上|lùshang||on the road; on the way|||NPCR-20
花儿|huār||flower|||NPCR-20
过去|guòqù||in or of the past|||NPCR-20
照相机|zhàoxiàngjī||camera|||NPCR-20
照相|zhàoxiàng||to take a picture; to photograph|||NPCR-20
机|jī||machine|||NPCR-20
旁边|pángbiān||side|||NPCR-20
出发|chūfā||to set out; to start off|||NPCR-20
篇|piān||(a measure word for essays and articles)|||NPCR-20
文章|wénzhāng||essay; article|||NPCR-20
恭喜|gōngxǐ||congratulations|||NPCR-20
火车|huǒchē||train|||NPCR-20
又|yòu||again|||NPCR-20
着急|zháojí||to feel anxious/anxious|||NPCR-20
春江花月夜|chūnjiānghuāyuèyè||(a famous, traditional Chinese music composition)|||NPCR-20
春|chūn||spring|||NPCR-20
江|jiāng||river|||NPCR-20
月|yuè||moon|||NPCR-20
夜|yè||night|||NPCR-20
小学|xiǎoxué||primary school|||NPCR-20
辆|liàng||(a measure word for vehicles)|||NPCR-20
音乐厅|yīnyuètīng||concert hall|||NPCR-20
幸福|xìngfú||happy|||NPCR-20
万事如意|wànshìrúyì||May all your wishes come true|||NPCR-20
条|tiáo||(a measure word for long, narrow objects such as trousers, skirt, snake, etc.)|||NPCR-20
蛇|shé||snake|||NPCR-20
最|zuì||most|||NPCR-20
添|tiān||add|||NPCR-20
脚|jiǎo||foot|||NPCR-20
完|wán||to finish|||NPCR-20
多余|duōyú||superfluous; uncalled for; surplus|||NPCR-20
足|zú||foot|||NPCR-20
