Phrase	Grammar	Transcription	Translation	Notes
着|zhe||(indicating the continuous aspect)|||NPCR-25
送|sòng||to take someone somewhere; to see someone off|||NPCR-25
被|bèi||by (used to indicate the passive voice)|||NPCR-25
撞|zhuàng||to knock; to collide|||NPCR-25
伤|shāng||to hurt; to wound|||NPCR-25
第|dì||(for ordinal numbers)|||NPCR-25
检查|jiǎnchá||to examine|||NPCR-25
重|zhòng||serious; heavy|||NPCR-25
完|wán||to finish; to run out of|||NPCR-25
马上|mǎshàng||right away; immediately|||NPCR-25
胳膊|gēbo||arm|||NPCR-25
腿|tuǐ||leg|||NPCR-25
骑|qí||to ride|||NPCR-25
自行车|zìxíngchē||bicycle|||NPCR-25
笑|xiào||to laugh; to smile|||NPCR-25
注意|zhùyì||to pay attention to|||NPCR-25
停|tíng||to stop; to park|||NPCR-25
医药费|yīyàofèi||medical expenses|||NPCR-25
以为|yǐwéi||to think (with more subjectivity)|||NPCR-25
如果|rúguǒ||if|||NPCR-25
躺|tǎng||to lie (on, down)|||NPCR-25
电视|diànshì||TV|||NPCR-25
视|shì||to look at|||NPCR-25
束|shù||bunch (of flowers)|||NPCR-25
放|fàng||to put; to place|||NPCR-25
桌子|zhuōzi||table; desk|||NPCR-25
结果|jiéguǒ||result; outcome|||NPCR-25
关|guān||to close; to turn off|||NPCR-25
弯|wān||to bend|||NPCR-25
倒霉|dǎoméi||bad luck|||NPCR-25
坏|huài||bad; broken|||NPCR-25
消息|xiāoxi||news|||NPCR-25
小偷|xiǎotōu||thief|||NPCR-25
偷|tōu||to steal|||NPCR-25
派出所|pàichūsuǒ||police substation|||NPCR-25
抓|zhuā||to clutch; to catch; to arrest|||NPCR-25
丢|diū||to lose|||NPCR-25
型号|xínghào||model; type|||NPCR-25
补|bǔ||to mend; to patch; remediation|||NPCR-25
信用卡|xìnyòngkǎ||credit card|||NPCR-25
挂失|guàshī||to report the loss of something|||NPCR-25
项链|xiàngliàn||necklace|||NPCR-25
警车|jǐngchē||police car; police van|||NPCR-25
手机|shǒujī||cell phone|||NPCR-25
突然|tūrán||sudden/suddenly|||NPCR-25
刀(子)|dāozi||knife|||NPCR-25
警察|jǐngchá||policeman|||NPCR-25
吓|xià||to scare; to frighten|||NPCR-25
手|shǒu||hand|||NPCR-25
掉|diào||to drop; to fall|||NPCR-25
地上|dìshang||ground; floor|||NPCR-25
