Phrase	Grammar	Transcription	Translation	Notes
il mio quaderno			mój zeszyt	
il tuo quaderno			twój zeszyt	
il suo quaderno			jego zeszyt; jej zeszyt	
la mia gomma			moja guma	
la tua gomma			twoja guma	
la sua gomma			jego guma; jej guma	
i miei quaderni			moje zeszyty	
i tuoi quaderni			twoje zeszyty	
i suoi quaderni			jego zeszyty; jej zeszyty	
le mie gomme			moje gumy	
le tue gomme			twoje gumy	
le sue gomme			jego gumy; jej gumy	
il nostro quaderno			nasz zeszyt	
il vostro quaderno			wasz zeszyt	
il loro quaderno			ich zeszyt	
