Phrase	Grammar	Transcription	Translation	Notes
terza			trzecia	
rosso			czerwony	
azzurro			niebieski	
giallo			żółty	
nero			czarny	
bianco			biały	
grigio			szary	
verde			zielony	
bruno			brunatny	
di che colore?			jakiego koloru?	
qual?			który?	
quale?			która?	
la porta			drzwi	
la finestra			okno	
il gesso			kreda	
il soffitto			sufit	
la parete			ściana	
il pavimento			podłoga	
l'aggettivo			przymiotnik	
undici			jedenaście	
quattordici			czternaście	
quindici			piętnaście	
diciassette			siedemnaście	
diciotto			osiemnaście	
