Phrase	Grammar	Transcription	Translation	Notes
prima			pierwsza	
lezione			lekcja	
questo			ten; to	
è			jest	
un			-	rodzajnik nieokreślony rodzaju męskiego
un lapis			ołówek	
un quaderno			zeszyt	
un libro			książka	
che?			co?	
che cosa?			co?	
un calamaio			kałamarz	
un giornale			gazeta	
un calendario			kalendarz	
sì			tak	
un orologio			zegar; zegarek	
un temperino			scyzoryk	
uno specchio			lustro	
no			nie	
non			nie	
questa			ta; to	
una penna			pióro	
una riga			linijka	
una scatola			pudełko	
una gomma			guma	
una léttera			list	
una busta da léttere			koperta	
una sedia			krzesło	
una tavola			stół	
una lavagna			tablica	
uno			jeden	
due			dwa	
tre			trzy	
quattro			cztery	
cinque			pięć	
