Phrase	Grammar	Transcription	Translation	Notes
kan			umie; może; zna	
dansk			język duński	
han			on	
lasse			czytać	
tale			mówić	
tale dansk			mówić po duńsku	
lidt			trochę; nieco; niewiele	
ikke			nie	
hjaelpe			pomagać; pomóc	
mig			mnie	
ham			jego; jemu
også			także; też	
hun			ona	
godt			dobrze	
tale godt dansk			mówić dobrze po duńsku	
hende			jej	
du			ty	
det			to	
dig			ciebie; cię	
De			wy	
svensk			język szwedzki	
Dem			was; wam; wami	
skal			powinien	
med			z	
tale med			rozmawiać z	
hen			tutaj	
til			do	
komme hen til			przyjść do	
må			mogę; powinien	
må jeg ...?			czy mogę ...?	
komme			przychodzić	
tak			dziękuję	
huske			pamiętać	
