Phrase	Grammar	Transcription	Translation	Notes
名词	N	míngcí	rzeczownik	
专有名词	N	zhuānyǒu míngcí	rzeczownik własny	
动词	N	dòngcí	czasownik	
代词	N	dàicí	zaimek	
形容词	N	xíngróngcí	przymiotnik	
副词	N	fùcí	przysłówek	
能愿动词	N	néngyuàn dòngcí	czasownik modalny	
介词	N	jiècí	przyimek	
量词	N	liàngcí	klasyfikator	
数词	N	shùcí	liczebnik	
连词	N	liáncí	spójnik	
助词	N	zhùcí	partykuła	
拟声词	N	nǐshēngcí	onomatopeja	
主语	N	zhǔyǔ	podmiot	
谓语	N	wèiyǔ	orzeczenie	
宾语	N	bīnyǔ	dopełnienie	
补语	N	bǔyǔ	okolicznik	
陈述句	N	chénshù jù	zdanie oznajmujące	
疑问句	N	yíwèn jù	zdanie pytające	
祈使句	N	qíshǐ jù	zdanie rozkazujące	
感叹句	N	gǎntàn jù	zdanie wykrzyknikowe	
