Phrase	Grammar	Transcription	Translation	Notes
百分之	bǎifēnzhī	procent	HSK 4
不得不	bùdébù	musieć; nie mieć innego wyjścia	HSK 4
开玩笑	kāi wánxiào	żartować	HSK 4
打招呼	dǎ zhāohu	pozdrawiać	HSK 4
放暑假	fàng shǔjià	być na wakacjach	HSK 4
受不了	shòu buliǎo	nie znosić	HSK 4
弹钢琴	tán gāngqín	grać na pianinie	HSK 4
