Phrase	Grammar	Transcription	Translation	Notes
哎	āi	[sound of surprise or unhappiness]	HSK 5
唉	āi	[sound of a sigh]	HSK 5
嗯	en	uh-huh, OK [an agreeable grunt]	HSK 5
哈	hā	[sound of laughter or a yawn]	HSK 5
