Phrase	Grammar	Transcription	Translation	Notes
不但	conj	bùdàn	not only (... but also...)	HSK 3
而且	conj	érqiě	in addition, furthermore	HSK 3
还是	conj	háishì	or; still	HSK 3
或者	conj	huòzhě	or [in statements]	HSK 3
然后	conj	ránhòu	and then	HSK 3
如果	conj	rúguǒ	if	HSK 3
虽然	conj	suīrán	although	HSK 3
一边	conj	yībiān	one side; while doing...	HSK 3
只有	conj	zhǐyǒu	only (if)	HSK 3
