Phrase	Grammar	Transcription	Translation	Notes
不	adv	bù	nie	HSK 1
没有	adv	méiyǒu	nie (zrobił)	HSK 1
很	adv	hěn	bardzo	HSK 1
太	adv	tài	zbyt	HSK 1
都	adv	dōu	wszystko	HSK 1
