Phrase	Grammar	Transcription	Translation	Notes
爱情	n	àiqíng	love (romantic)	HSK 4
安排	n	ānpái	arrangement	HSK 4
安全	n	ānquán	safety	HSK 4
包子	n	bāozi	steamed (stuffed) bun	HSK 4
表格	n	biǎogé	form, table	HSK 4
表演	n	biǎoyǎn	play; show; performance; exhibition; to perform; to act; to demonstrate	HSK 4
标准	n	biāozhǔn	standard	HSK 4
饼干	n	bǐnggān	cracker, cookie	HSK 4
博士	n	bóshì	Ph.D. (degree); doctor	HSK 4
部分	n	bùfen	part, section	HSK 4
材料	n	cáiliào	material	HSK 4
餐厅	n	cāntīng	restaurant	HSK 4
厕所	n	cèsuǒ	toilet, restroom	HSK 4
长城	n	Chángchéng	the Great Wall of China	HSK 4
长江	n	Cháng Jiāng	the Yangtze River	HSK 4
成功	n	chénggōng	success	HSK 4
窗户	n	chuānghu	window	HSK 4
厨房	n	chúfáng	kitchen	HSK 4
词语	n	cíyǔ	word, expression	HSK 4
错误	n	cuòwù	error, mistake; mistaken	HSK 4
答案	n	dá'àn	answer	HSK 4
大夫	n	dàifu	doctor	HSK 4
当时	n	dāngshí	at that time	HSK 4
刀	n	dāo	knife	HSK 4
导游	n	dǎoyóu	tour guide	HSK 4
大使馆	n	dàshǐguǎn	embassy	HSK 4
登机牌	n	dēngjīpái	boarding pass	HSK 4
底	n	dǐ	bottom, base	HSK 4
调查	n	diàochá	survey	HSK 4
地点	n	dìdiǎn	site, location	HSK 4
地球	n	dìqiú	the Earth	HSK 4
地址	n	dìzhǐ	address	HSK 4
动作	n	dòngzuò	movement	HSK 4
短信	n	duǎnxìn	text message	HSK 4
对话	n	duìhuà	dialog	HSK 4
对面	n	duìmiàn	opposite to, across from	HSK 4
肚子	n	dùzi	belly, abdomen	HSK 4
儿童	n	értóng	children	HSK 4
法律	n	fǎlǜ	law	HSK 4
房东	n	fángdōng	landlord	HSK 4
方法	n	fāngfǎ	method	HSK 4
方面	n	fāngmiàn	aspect	HSK 4
方向	n	fāngxiàng	direction	HSK 4
翻译	n	fānyì	translation, translator	HSK 4
付款	n	fùkuǎn	payment	HSK 4
父亲	n	fùqin	father	HSK 4
感觉	n	gǎnjué	sense perception; sensation, feeling	HSK 4
感情	n	gǎnqíng	deep affection for sb or sth; relationship (i.e. love affair)	HSK 4
