Phrase	Grammar	Transcription	Translation	Notes
地址		dìzhǐ		
收信人		shōuxìn rén		
航空信		hángkōng xìn		
到		dào		
海运		hǎiyùn		
瓷器		cíqì		
送		sòng		
信封		xìnfēng		
除了…以外		chúle…yǐwài		
特快专递		tèkuài zhuān dì		
填		tián		
易碎		yìsuì		
玻璃器皿		bōlí qìmǐn		
多重		duōzhòng		
保险		bǎoxiǎn		
国际		guójì		
信		xìn		
邮件		yóujiàn		
邮递员		yóudì yuán		
邮箱		yóuxiāng		
信箱		xìnxiāng		
汇票		huìpiào		
包裹		bāoguǒ		
邮局		yóujú		
邮资		yóuzī		
邮政编码		yóuzhèng biānmǎ		
邮筒		yóutǒng		
信筒		xìntǒng		
明信卡		míngxìnkǎ		
挂号信		guàhào xìn		
平信		píngxìn		
寄		jì		
寄出去		jì chūqù		
寄信人		jìxìn rén		
邮票		yóupiào		
售邮票机		shòu yóupiào jī		
称		chēng		
