Phrase	Grammar	Transcription	Translation	Notes
것			rzecz; przedmiot	
무엇			co?	
예			tak	
아님니다			nie	
공책			zeszyt ćwiczeń	
교과서			podręcznik	
노트			zeszyt	
만년필			pióro do pisania	
볼펜			długopis	
분필			kreda szkolna	
사전			słownik	
수첩			notes	
스케치북			blok do rysowania	
연필			ołówek	
잉크			atrament	
자			linijka	
종이			papier	
지우개			gumka do ścierania	
책			książka	
크레파스			kredka	
킬립			spinacz	
풀			klej	
