Phrase	Grammar	Transcription	Translation	Notes
开学		kāixué	rozpoczynać naukę w szkole	
开		kāi	zaczynać	
很		hěn	bardzo	
高兴		gāoxìng	zadowolony	
高		gāo	wysoki	
看		kàn	oglądać; pathrzeć	
问		wèn	pytać	
一下		yíxià	(po czasowniku oznacza szybką czynność)	
学院		xuéyuàn	instytut	
名片		míngpiàn	wizytówka	
啊		à	a; och	
教授		jiàoshòu	profesor	
教		jiāo	uczyć	
丁力波		Dīng Lìbō	Ding Libo	nazwisko studenta
张		Zhāng	Zhang	nazwisko
谁		shéi	koto	
来		lái	przychodzić	
介绍		jièshào	przedstawiać	
名字		míngzi	imię	
中文		zhōngwén	język chiński	
爸爸		bàba	tata	
学习		xuéxí	uczyć się	
学		xué	uczyć się	
专业		zhuānyè	specjalność	
美术		měishù	sztuka	
美		měi	piękny	
文学		wénxué	literatura	
系		xì	fakultet; wydział	
马大为		Mǎ Dàwéi	Ma Dawei	nazwisko studenta
加拿大		jiānádà	Kanada	
美国		měiguó	Stany Zjednoczone	
文化		wénhuà	kultura	
历史		lìshǐ	historia	
哲学		zhéxué	filozofia	
音乐		yīnyuè	muzyka	
经济		jīngjì	ekonomia	
数学		shùxué	matematyka	
物理		wùlǐ	fizyka	
化学		huàxué	chemia	
教育		jiàoyù	edukacja	
选修		xuǎnxiū	zapisać się na przedmiot opcjonalny	
