Phrase	Grammar	Transcription	Translation	Notes
总(是)|zǒngshì||always|||NPCR-39
亲爱|qīnài||dear; beloved|||NPCR-39
终于|zhōngyú||finally; eventually|||NPCR-39
好吃|hǎochī||tasty; good to eat|||NPCR-39
能干|nénggàn||able; capable|||NPCR-39
干|gàn||to do; to work|||NPCR-39
夸奖|kuājiǎng||to praise|||NPCR-39
夸|kuā||to praise|||NPCR-39
奖|jiǎng||to reward/prize|||NPCR-39
米饭|mǐfàn||(cooked) rice|||NPCR-39
饿|è||hungry|||NPCR-39
满|mǎn||full; filled|||NPCR-39
碗|wǎn||bowel|||NPCR-39
炒鸡丁|chǎojīdīng||fried chicken cubes|||NPCR-39
炒|chǎo||to stir-fry|||NPCR-39
鸡|jī||chicken|||NPCR-39
丁|dīng||small cubes ('dice') of meat or vegetable|||NPCR-39
开(饭馆)|kāifànguǎn||to operate or manage (a restaurant)|||NPCR-39
老板|lǎobǎn||boss; shopkeeper|||NPCR-39
打工|dǎgōng||to work on odd jobs|||NPCR-39
分工|fēngōng||to divide the work|||NPCR-39
合作|hézuò||to cooperate; to work together|||NPCR-39
华人|huárén||Chinese; foreign citizens of Chinese origin|||NPCR-39
必须|bìxū||must; have to|||NPCR-39
毕业|bìyè||to graduate|||NPCR-39
别扭|bièniu||awkward; uncomfortable|||NPCR-39
改|gǎi||to alter; to change; to correct|||NPCR-39
究竟|jiūjìng||actually; exactly|||NPCR-39
初中|chūzhōng||junior middle school|||NPCR-39
初|chū||preliminary; initial; first|||NPCR-39
高中|gāozhōng||senior middle school|||NPCR-39
敢|gǎn||dare|||NPCR-39
回信|huíxìn||to write in reply/a letter in reply|||NPCR-39
敲门|qiāomén||to knock at the door|||NPCR-39
打听|dǎting||to inquire; to ask about (sth.)|||NPCR-39
地址|dìzhǐ||address|||NPCR-39
突然|tūrán||suddenly; unexpectedly|||NPCR-39
见面|jiànmiàn||to meet; to see|||NPCR-39
面|miàn||face|||NPCR-39
瘦|shòu||thin|||NPCR-39
谈|tán||to talk; to discuss|||NPCR-39
心里|xīnli||in the heart; in (the) mind|||NPCR-39
心|xīn||heart; mind; feeling|||NPCR-39
理想|lǐxiǎng||ideal|||NPCR-39
平常|píngcháng||ordinary; common|||NPCR-39
研究生|yánjiūshēng||graduate student|||NPCR-39
实习|shíxí||to practice; to do an internship|||NPCR-39
暑假|shǔjià||summer vacation|||NPCR-39
握手|wòshǒu||to shake hands|||NPCR-39
握|wò||to hold; to clasp|||NPCR-39
辞|cí||to resign; to quit|||NPCR-39
宁静致远|níngjìngzhìyuǎn||tranquillity delivers transcendence|||NPCR-39
宁静|níngjìng||tranquil; peaceful; quiet|||NPCR-39
温暖|wēnnuǎn||warm|||NPCR-39
蓝色|lánsè||blue color|||NPCR-39
风衣|fēngyī||overcoat|||NPCR-39
引起|yǐnqǐ||to give rise to; to cause; to arouse|||NPCR-39
沉思|chénsī||to be lost in thought|||NPCR-39
允许|yǔnxǔ||to allow|||NPCR-39
痛苦|tòngkǔ||pain; suffering|||NPCR-39
煮|zhǔ||to boil; to cook|||NPCR-39
菜谱|càipǔ||cookbook|||NPCR-39
啰嗦|luōsuo||long-winded; wordy|||NPCR-39
愚人节|yúrénjié||April Fool's Day|||NPCR-39
