Phrase	Grammar	Transcription	Translation	Notes
爬|pá||to climb|||NPCR-23
放假|fàngjià||to have a holiday or vacation|||NPCR-23
假|jià||vacation; holiday|||NPCR-23
打算|dǎsuan||plan/to plan; to intend|||NPCR-23
提|tí||to put forward; to raise|||NPCR-23
飞机|fēijī||airplane|||NPCR-23
飞|fēi||to fly|||NPCR-23
机|jī||airplane|||NPCR-23
山|shān||hill; mountain|||NPCR-23
顶|dǐng||peak; tip|||NPCR-23
教书|jiāoshū||to teach|||NPCR-23
建议|jiànyì||to make suggestions/advice; suggestion|||NPCR-23
气温|qìwēn||air temperature|||NPCR-23
景色|jǐngsè||scene; scenery; landscape|||NPCR-23
景|jǐng||view; scene|||NPCR-23
色|sè||scene|||NPCR-23
游泳|yóuyǒng||to swim|||NPCR-23
冬天|dōngtiān||winter|||NPCR-23
夏天|xiàtiān||summer|||NPCR-23
导游|dǎoyóu||tour guide|||NPCR-23
导|dǎo||to guide; to lead|||NPCR-23
游|yóu||to travel|||NPCR-23
行|xíng||to be O.K.|||NPCR-23
长城|chángchéng||the Great Wall|||NPCR-23
泰山|tàishān||Taishan Mountain|||NPCR-23
海南岛|hǎinándǎo||Hainan Island|||NPCR-23
孔子|kǒngzǐ||Confucius|||NPCR-23
小燕子|xiǎoyànzi||(name of a Chinese tour guide)|||NPCR-23
加油|jiāyóu||to make an extra effort; to cheer sb. on|||NPCR-23
加|jiā||to increase; to add|||NPCR-23
累|lèi||tired|||NPCR-23
条|tiáo||strip; long narrow piece; (a measure word for objects like rivers, dragons, trousers)|||NPCR-23
龙|lóng||dragon|||NPCR-23
拍|pāi||to pat; to beat; to take (a picture)|||NPCR-23
秋天|qiūtian||autumn|||NPCR-23
阴天|yīntiān||cloudy sky; overcast sky|||NPCR-23
下雪|xiàxuě||to snow|||NPCR-23
雪|xuě||snow|||NPCR-23
零(下)|língxià||zero (below zero)|||NPCR-23
度|dù||degree (for temperature)|||NPCR-23
北方|běifāng||north|||NPCR-23
春天|chūntiān||spring|||NPCR-23
帮忙|bāngmáng||to help|||NPCR-23
帮|bāng||to help; to assist|||NPCR-23
站|zhàn||to stand|||NPCR-23
起|qǐ||to rise; to get up|||NPCR-23
广州|guǎngzhōu||Guangzhou|||NPCR-23
天气预报|tiānqìyùbào||weather forecast|||NPCR-23
晴天|qíngtiān||sunny sky|||NPCR-23
中国民航|zhōngguómínháng||Civil Aviation Administration of China (CAAC)|||NPCR-23
起飞|qǐfēi||to take off|||NPCR-23
停车场|tíngchēchǎng||parking lot|||NPCR-23
菜单|càidān||menu|||NPCR-23
渴|kě||thirsty|||NPCR-23
熊|xióng||bear|||NPCR-23
害怕|hàipà||to be afraid|||NPCR-23
棵|kē||(a measure word for trees and plants)|||NPCR-23
树|shù||tree|||NPCR-23
死|sǐ||to die|||NPCR-23
装|zhuāng||to pretend to be sth./sb.|||NPCR-23
动|dòng||to move|||NPCR-23
危险|wēixiǎn||dangerous|||NPCR-23
