Phrase	Grammar	Transcription	Translation	Notes
中国画|zhōngguóhuà||traditional Chinese painting|||NPCR-19
画儿|huàr||painting|||NPCR-19
油画|yóuhuà||oil painting|||NPCR-19
油|yóu||oil|||NPCR-19
一样|yíyàng||the same; alike|||NPCR-19
美术馆|měishùguǎn||art gallery|||NPCR-19
开门|kāimén||to open the door; to begin a day's business|||NPCR-19
画|huà||to paint|||NPCR-19
老|lǎo||old; experienced|||NPCR-19
画家|huàjiā||painter; artist|||NPCR-19
家|jiā||specialist|||NPCR-19
不敢当|bùgǎndāng||I really don't deserve this|||NPCR-19
爱好|àihào||hobby/to like|||NPCR-19
唱|chàng||to sing|||NPCR-19
京剧|jīngjù||Beijing Opera|||NPCR-19
马马虎虎|mǎmǎhūhū||so-so; careless|||NPCR-19
马虎|mǎhu||careless|||NPCR-19
幅|fú||(measure word for paintings, cloth, etc.)|||NPCR-19
徐悲鸿|xúbēihóng||(name of a well-known Chinese painter)|||NPCR-19
电梯|diàntī||elevator|||NPCR-19
开玩笑|kāiwánxiào||to crack a joke; to make fun of|||NPCR-19
美|měi||beautiful|||NPCR-19
材料|cáiliào||material|||NPCR-19
纸|zhǐ||paper|||NPCR-19
布|bù||cloth|||NPCR-19
主要|zhǔyào||main|||NPCR-19
墨|mò||Chinese ink|||NPCR-19
油彩|yóucǎi||greasepaint|||NPCR-19
别的|biéde||other|||NPCR-19
空白|kòngbái||blank space|||NPCR-19
只|zhǐ||only|||NPCR-19
匹|pǐ||(measure word for horses)|||NPCR-19
想像|xiǎngxiàng||to imagine|||NPCR-19
跑|pǎo||to run|||NPCR-19
它|tā||it|||NPCR-19
风|fēng||wind|||NPCR-19
虾|xiā||shrimp|||NPCR-19
它们|tāmen||they (referring to things, animals)|||NPCR-19
游|yóu||to swim|||NPCR-19
齐白石|qíbáishí||(name of well-known Chinese Painter)|||NPCR-19
骑|qí||to ride; to sit on the back of|||NPCR-19
自行车|zìxíngchē||bike; bicycle|||NPCR-19
远|yuǎn||far|||NPCR-19
跑步|pǎobù||to run, jog|||NPCR-19
书法|shūfǎ||handwriting; calligraphy|||NPCR-19
业余|yèyú||spare time; amateur|||NPCR-19
节目|jiémù||program|||NPCR-19
以前|yǐqián||before; formerly; previously|||NPCR-19
瘦|shòu||thin|||NPCR-19
减肥|jiǎnféi||to reduce; to be on a diet|||NPCR-19
管|guǎn||to discipline|||NPCR-19
生气|shēngqì||to get angry; to take offense|||NPCR-19
钢琴|gāngqín||piano|||NPCR-19
孩子|háizi||child; children|||NPCR-19
书店|shūdiàn||bookstore; bookshop|||NPCR-19
教育|jiàoyù||to teach; to educate|||NPCR-19
观点|guāndiǎn||opinion|||NPCR-19
