Phrase	Grammar	Transcription	Translation	Notes
家		jiā	rodzina; dom	
几		jǐ	ile?	
口		kǒu	(klasyfikator dla członków rodziny)	
照片		zhàopiàn	zdjęcie; fotografia	
和		hé	i	
个		gè	(klasyfikator ogólny)	
姐姐		jiějie	starsza siostra	
两		liǎng	dwa; dwoje	
弟弟		dìdi	młodszy brat	
还		hái	ponadto	
一共		yígòng	wszystko razem	
妹妹		mèimei	młodsza siostra	
小		xiǎo	mały	
狗		gǒu	pies	
张		zhāng	(klasyfikator dla płaskich przedmiotów)	
当然		dāngrán	oczywiście; samo się rozumie	
真		zhēn	naprawdę	
可爱		kě'ài	kochany	
爱		ài	kochać	
没		méi	nie (mieć)	
男		nán	mężczyzna	
做		zuò	robić	
工作		gōngzuò	pracować; praca	
王小云		Wáng Xiǎoyún	Wang Xiaoyun	nazwisko studentki
贝贝		bèibei	Beibei	imię psa
大		dà	duży	
多少		duōshao	ile?	
多		duō	dużo	
少		shǎo	mało	
喜欢		xǐhuan	lubić; woleć	
外语		wàiyǔ	język obcy	
外		wài	zewnętrzny	
语		yǔ	język	
外国		wàiguó	zagranica; cudzoziemski	
百		bǎi	sto	
车		chē	samochód; pojazd	
词典		cídiǎn	słownik	
电脑		diànnǎo	komputer	
孩子		háizi	dziecko	
爷爷		yéye	dziadek ze strony ojca	
外公		wàigōng	dziadek ze strony matki	
系主任		xìzhǔrèn	przewodniczący departamentu	
助教		zhùjiào	asystent wykładowcy	
律师		lǜshī	prawnik	
工程师		gōngchéngshī	inżynier	
