Phrase	Grammar	Transcription	Translation	Notes
餐厅		cāntīng	stołówka	
在		zài	być w	
哪儿		nǎr	gdzie?	
请问		qǐngwèn	Czy mogę zapytać?	
问		wèn	pytać	
这		zhè	ten	
宿舍		sùshè	internat	
女		nǚ	kobieta	
学生		xuésheng	uczeń	
进		jìn	wchodzić	
坐		zuò	siedzieć	
谢谢		xièxie	dziękować	
对不起		duìbuqǐ	przepraszam	
我		wǒ	ja	
知道		zhīdao	wiedzieć	
没关系		méiguānxi	nic nie szkodzi; nic się nie stało	
好		hǎo	dobry; dobrze	
再见		zàijiàn	do widzenia	
再		zài	znowu	
王小云		Wáng Xiǎoyún	Wang Xiaoyun	imię i nazwisko
小姐		xiǎojiě	proszę pani; młoda kobieta	
二		èr	dwa	
层		céng	piętro	
〇		líng	zero	
四		sì	cztery	
号		hào	numer	
不用		búyòng	nie ma potrzeby	
这儿		zhèr	tutaj	
晚		wǎn	późno	
了		le	-	partykuła modalna; partykuła aspektu
宋华		Sòng Huá	Song Hua	imię i nazwisko
