Phrase	Grammar	Transcription	Translation	Notes
хона			pokój; dom	
дар			w; na; drzwi	
девор			ściana	
тиреза			okno	
шифт			sufit	
миз			stół	
курсӣ			krzesło	
ҷевон			szafa	
чӣ?			co?	
чист? (чӣ аст?)			co? czym jest?	
ин чист?			co to jest?	
дар куҷо?			gdzie?	
ҳам			też; także; i	
дар ин ҷо			tutaj	
дар он ҷо			tam	
сурат			obraz; portret; rysunek	
ибора			wyrażenie; powiedzenie; frazeologizm	
ҷумла			zdanie; fraza	
Салом!			Dzień dobry!	
Салом алайкум!			Pokój z wami!	
Ассалом алайкум!			Pokój z wami!	
Ва алайкум ассалом!			I z wami pokój!	odpowiedź na «Салом алайкум!»
Хайр!			Do widzenia! Cześć!	
