Phrase	Grammar	Transcription	Translation	Notes
إمارَة			emirat	
عَمّان			Amman	
هِيَ			ona	
عاصِمَة			stolica	
الْقاهِرَة			Kair	
تونس			Tunis; Tunezja	
مَسْقَط			Muskat	
ثاني			drugi	
قِسْم			część	
مَمْلَكَة			królestwo	
جُمْهورِيَّة			republika	
دَوْلَة			państwo	
عُمان			Oman	
سَلْطَنَة			sułtanat	
أَبو ظَبي			Abu Dabi	
بَغْداد			Bagdad	
اَلرِّياض			Rijad	
هُوَ			on	
مَدينَة			miasto	
شو			co	
ليبْيا			Libia	
اَلسُّودان			Sudan	
طَرابُلُس			Tripoli	
اَلخَرْطوم			Chartum	
دِمَشْق			Damaszek	
بَيْروت			Bejrut	
