Text	Transcription	IPA	Description	Notes
介	jiè		przedstawić	
绍	shào		kontynuować	
位	wèi		(klasyfikator dla osób)	
王	wáng		król	
教	jiào		uczyć	
授	shòu		uczyć	
长	zhǎng		starszy	
欢	huān		radość	
迎	yíng		powitać	
留	liú		pozostawić; opuścić	
们	men		(sufiks liczby mnogiej)	
都	dōu		wszyscy	
和	hé		i	
俩	liǎ		obydwoje	
没	méi		nie mieć	
