Text	Transcription	IPA	Description	Notes
今	jīn		dzisiaj	
天	tiān		dzień	
星	xīng		gwiazda	
期	qī		okres czasu	
二	èr		dwa	
三	sān		trzy	
四	sì		cztery	
那	nà		tamten	
儿	ér		syn	
我	wǒ		ja	
回	huí		wracać	
校	xiào		szkoła	
再	zài		znowu	
对	duì		poprawnie	
起	qǐ		wstawać	

