Text	Transcription	IPA	Description	Notes
箱	xiāng		pudełko	
有	yǒu		mieć; istnieć	
重	zhòng		ciężki	
黑	hēi		czarny	
经	qīng		lekki	
旧	jiù		stary	
药	yào		lekarstwo	
里	lǐ		wewnątrz	
用	yòng		używać	
品	pǐn		produkt	
件	jiàn		(klasyfikator)	
衣	yī		ubranie	
服	fú		ubranie	
雨	yǔ		deszcz	
伞	sǎn		parasol	
瓶	píng		butelka	
香	xiāng		pachnący	
词	cí		słowo	
典	diǎn		słownik	
张	zhāng		(klasyfikator)	
笔	bǐ		pióro do pisania; pędzelek do pisania	
