Text	Transcription	IPA	Description	Notes
问	wèn		pytać	
室	shì		pokój	
家	jiā		dom	
呢	ne		a...?	
住	zhù		mieszkać	
楼	lóu		budynek	
房	fáng		dom; pokój	
间	jiān		pokój	
号	hào		numer	
知	zhī		wiedzieć	
道	dào		powiedzieć	
电	diàn		elektryczność	
话	huà		słowo	
码	mǎ		numer; rozmiar	
手	shǒu		ręka	
机	jī		maszyna	
零	líng		zero	
