Text	Transcription	IPA	Description	Notes
上	shàng		poprzedni	
下	xià		następny	
午	wǔ		południe	
银	yín		srebro	
行	háng		przedsiębiorstwo	
换	huàn		wymieniać	
姐	jiě		starsza siostra	
您	nín		pan; pani	
民	mín		naród	
币	bì		pieniądze	
百	bǎi		sto	
元	yuán		juan	
等	děng		czekać	
会	huì		chwila	
先	xiān		najpierw	
生	shēng		życie	
数	shǔ		liczyć	
客	kè		gość	
气	qì		powietrze	
