Phrase	Grammar	Transcription	Translation	Notes
agricola	m		rolnik	
aqua	f		woda	
fama	f		sława; pogłoska; reputacja	
femina	f		kobieta	
fortuna	f		szczęście	
nauta	m		żeglarz; marynarz	
rosa	f		róża	
amo			kocham	
debeo			muszę; powinienem	
doceo			uczę	
habeo			mam	
iaceo			leżę	
iuvo			pomagam	
laboro			pracuję	
laudo			chwalę	
opto			wybieram; życzę sobie	
supero			pokonuję	
taceo			milczę	
timeo			boję się	
video			widzę	
voco			wołam	
