Phrase	Grammar	Transcription	Translation	Notes
almak			brać
armut			grusza
at			koń
atmak			rzucać
ayna			lustro
beslemek			karmić
çekiç			młotek
çöp			śmieci
da / de			także; też
defter			zeszyt
dolap			szafa
elma			jabłko
göz			oko
iki			dwa
ikinci			drugi
ilâç			lekarstwo
kalıp			szblon; forma; model
karga			wrona
kebap			kebab
kilit			zamek
kitapçı			księgarz; sprzedawca książek
küpe			kolczyk
mandal			szpilka
mektup			list
oymak			żłobić
radyo			radio
salmak			puszczać
sandalye			krzesło
saymak			liczyć
sepet			koszyk
sincap			wiewiórka
soymak			obierać; rozbierać
telefon			telefon
televizyon			telewizor
teyp			magnetofon
tıkaç			korek
top			piłka
vermek			dawać
