Phrase	Grammar	Transcription	Translation	Notes
अच्छा			dobry; dobrze	
अध्यापक	N m		wykładowca	
अध्यापिका	N f		wykładowca-kobieta	
अनुपस्थित			nieobecny	
अरे			hej!	
अलमारी	N f		szafa	
आज			dzisiaj	
आठ			osiem	
उपस्थित			obecny	
एक			jeden	
कई			kilka; trochę	
कमरा	N m		pokój; izba	
कहाँ			gdzie; dokąd	
काफ़ी			dość; wystarczająco	
कितना			ile; liczny; na ile	
किसका			czyj	
कुल			cały; wszystek	
कुल मिलाकर			wszystkiego razem; w całości	
केला	N m		banan	
क्लास	N m		klasa; sala wykładowa	
चार			cztery	
छह			sześć	
छः			sześć	
छोटा			mały; młodszy	
जी			tak; proszę pana; proszę pani	
तीन			trzy	
तो			to; przecież; a	
दस			dziesięć	
दाएँ			na prawo; po prawej	
दूसरा			drugi	
दो			dwa	
नमस्कार			dzień dobry!	
नमस्ते			dzień dobry! do widzenia!	
नाम	N m		imię	
नौ			dziewięć	
पाँच			pięć	
पास			w pobliżu; obok	
पास ही			w pobliżu; niedaleko	
पीछे			z tyłu; z powrotem	
पिता	N m		ojciec	
बड़ा			duży; starszy	
बहन	N f		siostra	
बहुत			bardzo	
बाएँ			na lewo; po lewej	
बात	N f		słowo; rzecz	
बातचीत	N f		dialog	
बावर्ची	N m		kucharz	
बैग	N m		teczka	
बूढ़ा			stary	
ब्लैकबोर्ड	N m		tablica szkolna	
भाई	N m		brat	
मूर्ति	N f		rzeźba; posąg	
हिाँ			tutaj	
रुसी			rosyjski	
लोग	N m		ludzie	
वहाँ			tam	
विद्यार्थी	N m		student	
सब			wszystko	
सब मिलाकर			wszystko razem; podsumowując	
सही			prawdziwy; prawidłowy; dokładny	
सही बात			dobrze; to prawda; tak właśnie jest	
सात			siedem	
सामने			z przodu; naprzeciw; naprzód	
सेब	N m		jabłko	
हिंदुस्तानी			indyjski	
मसाला	N m		przyprawa	
मुँह	N m		twarz; usta	
जूता	N m		but	
जापानी			japoński	
पतलून	N m		spodnie	
इंगलिस्तानी			angielski	
सर पे			na głowie	
टोपी	N f		czapka	
फिर भी			tym nie mniej	
दिल	N m		serce; dusza	
