Phrase	Grammar	Transcription	Translation	Notes
הַקָדוֹש בָּרוּךְ הוּא			Blessed Be God's Name	Noun 2L3
מָגֵן דָוִד			Star of David	Noun 2L3
מִזְרָח			east	Noun 2L3
מַעֲרָב			west	Noun 2L3
מְנַהֵל			manager / boss	Noun 2L3
נְשִיקָה			kiss	Noun 2L3
סִגְנוֹן			style	Noun 2L3
סַל			basket	Noun 2L3
סִפְרוּת			literature	Noun 2L3
פַּס			stripe	Noun 2L3
צֵל			shadow	Noun 2L3
צַעֲצוּעַ			toy	Noun 2L3
רַכְלָן			gossip	Noun 2L3
שַקְרָן			liar	Noun 2L3
מכניס<br>הִכְנִיס<br><br>			insert/admit /put in	2L3 Verb
לְהַכְנִיס			to insert /admit /put in	2L3 Verb
משקר<br>שִיקֵר			lie<br>(verb)	2L3 Verb
לְשַקֵר			to lie	Verb 2L3
שָׂנָא			hate	Verb 2L3
לִשְׂנוֹא			to hate	Verb 2L3
שופט<br>שָפַט			judge<br>(verb)	2L3 Verb
לִשְפּוֹט			to judge	Verb 2L3
חוּץ מ...			except / apart from	2L3
כְּאִילוּ			as if	2L3
חֲרֵדִי			pious (ultra-orthodox)	Adjective 2L3
חֲרֵדִית			pious (ultra-orthodox)	2L3 Adjective
מָלֵא			full	Adjective 2L3
מְלֵאָה			full	Adjective 2L3
