Phrase	Grammar	Transcription	Translation	Notes
אַהֲבָה			love	L2
אַרְמוֹן			castle	L2
בָּחוּרָה			young woman	L2
בָּחוּר			young man	L2
גִינָה			garden	L2
דִירָה			apartment	L2
חֶדֶר			room	L2
חֲנוּכִּיָיה			Chanukah lamp	L2
מַחְבֶּרֶת			notebook	L2
מִטְבָּח			kitchen	L2
מִקְלַחַת			shower	L2
עֵץ			tree	L2
צִיוּר			painting / drawing	L2
שוּלְחָן			table	L2
גָדוֹל			big	L2
חָדָש			new	L2
יָפֶה			beautiful / pretty	L2
יָשָן			old<br>(thing)<br>	L2
מְיוּחָד			special	L2
נֶחְמָד			nice	L2
עַתִיק			ancient	L2
קָטָן			small	L2
סָלוֹן			living room / salon	L2
קֵיסָרִית			empress	L2
קֵיסָר			emperor	L2
אֵיזֶה			Which? / what?	L2 Question
אֶיזוֹ			Which?	L2 Question
אֵילוּ			Which?	L2 Question
בְּקֶשֶר ל...			about the / in connection to	L2
כְּמוֹ			like / as	L2
לְמָשָל			for example	L2
לִפְעָמִים			sometimes	L2
עַל שֵם			named after	L2
מְצוּיָן 			excellent	L2
