Phrase	Grammar	Transcription	Translation	Notes
בַּר מִצְווה			bar-mitzva	2L4 Noun
בְּרִיאוּת			health	2L4 Noun
גַעֲגוּעִים			missing / longing	2L4 Noun
דָרוֹם			south	2L4 Noun
זְבוּב			fly<br>(insect)	2L4 Noun
חוּט			string / thread	2L4 Noun
לִכְלוּךְ			dirt /filth	2L4 Noun
מוּסָר			morality / ethics	2L4 Noun
מַפָּה			map	2L4 Noun
מְקוּבָּל			Cabbalist	2L4 Noun
מָשִיחַ			Messiah	2L4 Noun
מִשְכָּן			dwelling, tabernacle	2L4 Noun
כְּלִי נְגִינָה			musical instrument	2L4 Noun
צִיצִית			fringe (zizith)	2L4 Noun
צָפוֹן			north	2L4 Noun
קַבָּלָה			Kabala	2L4 Noun
קֶבֶר			grave / tomb	2L4 Noun
קוֹמָה			floor	2L4 Noun
רַחֲמִים			compassion / pity	2L4 Noun
רַעַש			noise	2L4 Noun
שָׂטָן			devil	2L4 Noun
תְחִיָיה			resurrection	2L4 Noun
בורח<br>בָּרַח<br>			escape	2L4 Verb
לִבְרוֹחַ			to escape	2L4 Verb
הִתְוַוכֵּחַ			argue	2L4 Verb
לְהִתְוַוכֵּחַ			to argue	2L4 Verb
מחַבֵּק<br>חִיבֵּק			hug<br>(verb)	2L4 Verb
לְחַבֵּק			to hug	2L4 Verb
נִמְשַך			last / continue	2L4 Verb
לְהִימָשֵך			to continue<br>(niphal)	2L4 Verb
צובּעַ<br><br>צָבַע			color, paint<br>(verb)	2L4 Verb
לִצְבּוֹעַ			to color, to paint	2L4 Verb
מוּכָן			ready (m)	Adjective 2L4
מוּכָנָה			ready (f)	Adjective 2L4
קוֹדֶמֶת			former (f)	Adjective 2L4
אִם			if	2L4 Conjunction
בּגְלַל			because of	2L4 Conjunction
כָּל מִינֵי			all sorts	2L4 Conjunction
מִפְּנֵי שֶ			because of	2L4 Conjunction
