Phrase	Grammar	Transcription	Translation	Notes
מְפַקְסֵס			fax	Verb
לְפַקְסֵס			to fax	Verb
עוֹבֵר			pass	Verb
לַעֲבוֹר			to pass	Verb
שוֹלֵחַ			send	Verb L11
לִשְלוֹחַ			to send	Verb L11
יָקָר			dear / expensive	L11
עָצוּב			sad	L11
פָּשוּט			simple	L11
קָצָר			short	L11
שָׂמֵחַ			happy<br>(not mushar)	L11
תֵן לִי			give me! / allow me!	L11
אֲגוֹרָה			agora (1/100 of a shekel)	L11
אֱלוֹהִים			god	L11
בּוּל			stamp	L11
בֵּית חוֹלִים			hospital	L11
בַּקְבּוּק			bottle	L11
דוֹאַר			mail/post	L11
דוֹאַר אֲוִויר			air mail	L11
חֲבִילָה			package	L11
יוֹם הוּלֶדֶת			birthday	L11
כֶּלֶב			dog	L11
כַּלְבָּה			dog	L11
מִבְרָק			telegram	L11
מֶזֶג אֲוִויר			weather	L11
מַעֲטָפָה			envelope	L11
מִשְׂרָד			office	L11
פָּקִיד			clerk	L11
שִׂיחָה			conversation	L11
שִיעוּרֵי בַּיִת			homework	L11
תֵיבַת דוֹאַר			mailbox	L11
תַפּוּחַ עֵץ			apple (tree)	L11
תְשוּבָה			answer	L11
פּוֹעַל			verb	L11
