Phrase	Grammar	Transcription	Translation	Notes
אוֹזֶן			ear	L15
אוֹזְנַיִים			ears	L15
אַף			nose	L15
אֱמֶת			truth	L15
בֶּטֶן			stomach/tummy	L15
גַב			back	L15
גוּף			body	L15
זְאֵב			wolf	L15
זְאֵבָה			she-wolf	L15
יוֹמָן			schedule	L15
לַב			heart	L15
לְבָבוֹת			hearts	L15
סַמֶל			symbol	L15
עִיגוּל			circle	L15
עַיִן			eye	L15
עֵינַיִים			eyes	L15
פֶּה			Mouth	L15
צַוָואר			neck	L15
צָרָה			trouble	L15
קַו			line	L15
רֹאש			head	L15
רֶגֶל			leg	L15
רַגְלַיִים			legs	L15
שֵן			tooth	L15
שִינַיִים			teeth	L15
שְׂעָר			hair	L15
שְׂעָרוֹת			hair (pl)	L15
שַרְשֶרֶת			chain/necklace	L15
לוֹקֵחַ			take	L15 Verb
לוֹקַחַת			take (singular feminine)	L15 Verb
לָקַחַת			to take	L15 Verb
עוֹנֶה			answer	L15 Verb
לַעֲנוֹת			to answer	L15 Verb
פּוֹחֵד			be afraid, scared	L15 Verb
לִפְחוֹד			To be scared	L15 Verb
אָרוֹךְ			long	
(m)				
אֲרוּכָה			long	
(f)				
בְּעֶרֶךְ			about/around	L15
בְּתוֹךְ			inside, in, within	L15
שָׂם לַב			notice/pay attention	L15
שְנָתַיִים			two years	L15
סִימֶטְרְיָה			symmetry	L15
לָשִׂים לְמִישֵהוּ רֶגֶל			tripped (someone) up	L15
