Phrase	Grammar	Transcription	Translation	Notes
הוֹרֵג			kill	L28
לַהֲרוג			to kill	L28
מַבְטִיחַ			promise	L28
לְהַבְטִיחַ			to promise	L28
מְנַסֶה			try	L28
לְנַסוֹת			to try	L28
מִסְתַכֵּל			look	L28
לְהִסְתַכֵּל			to look	L28
מַשְפִּיעַ			influence / effect	L28
לְהַשְפִּיעַ			to influence / to effect	L28
מִשְתַמֵש			use	L28
לְהִשְתַמֵש			to use	L28
מִתְאַהֵב			fall in love	L28
לְהִתְאַהֵב			to fall in love	L28
לְהִתְנֵדֵב			to volunteer	L28
תוֹפֵס			capture / catch	L28
לִתְפּוֹס			to capture / to catch	L28
אֲוִויר			air	L28
אֵם			mother	L28
אִימָהוֹת			mothers	L28
בֵּית סֵפֶר תִיכוֹן			highschool	L28
מַחֲזֶה			play<br>(drama)	L28
מַחְמָאָה			compliment	L28
שְגִיאָה			mistake	L28
תַפְקִיד			role	L28
תַרְבּוּת			culture	L28
אֲמִיתִי			real	L28
אֲמִיתִית			real	L28
זָר			foreign / foreigner	L28
זָרָה			foreign / foreigner	L28
בְּלֵב שָלֵם			with all one's heart	L28
מִיָד			immediately	L28
נָאצִי			Nazi	L28
