Phrase	Grammar	Transcription	Translation	Notes
גְבֶרֶת			lady/ Mrs.	L24
דָת			religion	L24
הֲלָכָה			rule/the Jewish law	L24
חֹום			heat/fever	L24
כְּאֵב			pain	L24
כְּתוֹבֶת			address	L24
מִזְוָודָה			suitcase	L24
מְשְטָרָה			police	L24
נֶפֶש			soul/mind	L24
קְהִילָה			community	L24
רְפוּאָה			medicine	L24
שוֹטֵר			policeman	L24
שוֹטֶרֶת			policewoman	L24
שִׂמְחָה			happiness/festivity	L24
שְׂמָחוֹת			happiness/festivity (p)	L24
תַאֲרִיך			date	
(schedule)			זכר	
תְעוּדָה			certificate/document	L24
תְקוּפָה			period/era	L24
כּוֹאֵב ל			hurt	L24
כּוֹאֶבֶת ל			hurt (f)	L24
לִכְאוֹב ל			to be hurt	L24
כּוֹבֵש			conquer	L24
כּוֹבֶשֶת			conquer/capture (f)	L24
לִכְבּוֹש			to conquer/to capture	L24
מַאֲמִין			believe	L24
מַאֲמִינָה			believe (f)	L24
לְהַאֲמִין			to believe	L24
עוֹזֵב			leave	L24
עוֹזֶבֶת			leave (f)	L24
לַעֲזוֹב			to leave	L24
שוֹכֵב			lie down	L24
שוֹכֶבֶת			lie down (f)	L24
לִשְׁכַּב			to lie down	L24
חוֹפְשִי			free	L24
חוֹפְשִית			free (f)	L24
בֵּין			between	L24
בֶּן בַּיִת			close friend/ like one of the family	L24
הָעֶרֶב			this evening, tonight	L24
כָּל הַכָּבוֹד!			bravo!, well done!	L24
מְעַט			a little/few	L24
קָרוֹב ל			close to, near	L24
תִהְיֶה בָּרִיא			get well	L24
תִהְיִי בְּרִיאָה			be well(f)	L24
