Phrase	Grammar	Transcription	Translation	Notes
בֶּן דוֹד			cousin	L25
בַּת דוֹד			cousin (f)	L25
בְּרַיכָה			pool	L25
וִיכּוּחַ			argument	L25
מִקְדָש			temple	L25
סֶלַע			rock	L25
סְלָעִים			rocks (p)	L25
עָבָר			past	L25
עַמּוּד			pillar/pole	L25
שֵׁבֶט			tribe	L25
שְׁבָטִים			tribe (p)	L25
תוֹשָב			inhabitant/resident	L25
תוֹשֶבֶת			inhabitant/resident (f)	L25
תְרוּפָה			medicine	L25
מְטַלְפֵּן			call/phone	L25
מְטַלְפֶּנֶת			call/phone (f)	L25
לְטַלְפֵּן			to call/to phone	L25
מְלַמֵד			teach	L25
מְלַמֶדֶת			teach (f)	L25
לְלַמֵד			to teach	L25
שוֹבֵר			break<br>(objects)	L25
שוֹבֶרֶת			break (f)	L25
לִשְבּוֹר			to break	L25
זָקֵן			old (beings)	L25
זְקֵנָה			old (beings) (f)	L25
שוֹנֶה			different	L25
שוֹנָה			different (f)	L25
סִינִי			Chinese	L25
בּדִיוּק			exactly	L25
הֲכִי			the most	L25
לוּחוֹת הַבְּרִית			the Tablets of the Covenant	L25
שְׁטוּיוֹת			nonsense	L25
אֵיידְס			AIDS	L25
גֵּאוֹלוֹג			geologist	L25
פּוֹלְיוֹ			Polio	L25
