Phrase	Grammar	Transcription	Translation	Notes
אוֹרֵחַ			guest	L18
אוֹרַחַת			guest (f)	L18
אָח			brother	L18
אָחוֹת			sister	L18
אֲחִים			brothers	L18
אֲחָיוֹת			sisters	L18
בַּמַאי			director	L18
בַּמָאִית			director	L18
בָּשָֹר			meat	L18
חוּלְצָה			shirt	L18
יָדִיד			friend<br>(less close)	L18
יְדִידָה			friend (f)	L18
כְּלִי			dish/instrument	L18
לִימוּדִים			studies	L18
מְלָפְפוֹן			cucumber	L18
מָרָק			soup	L18
נֶכֶד			Grandson	L18
נֶכְדָה			Granddaughter	L18
סַבָּא			grandfather	L18
סָבְתָא			grandmother	L18
צַלַחַת			plate	L18
תַפּוּחַ אֲדָמָה			potato	L18
תַפּוּחֵי אֲדָמָה			Potatoes	L18
גוֹמֵר			finish	L18
גוֹמֶרֶת			finish (singular feminine)	L18
לִגְמוֹר			To finish	L18
חַי			live	L18
חַיָה			live (f)	L18
לִחְיוֹת			to live	L18
יָשֵׁן			Sleep	L18
יְשֵׁנָה			Sleep (f)	L18
לִישֹוֹן			to sleep	L18
מְנַקֶּה			clean	L18
מְנַקָּה			clean (f)	L18
לְנַקּוֹת			to clean	L18
מְרַכֵּל על			gossip	L18
מְרַכֶּלֶת על			gossip (f)	L18
לְרַכֵל על			to gossip	L18
צוֹחֵק על			laugh	L18
צוֹחֶקֶת על			laugh ( f)	L18
לִצְחוֹק על			To laugh	L18
בָּטוּחַ			sure/safe	L18
בְּטוּחָה			sure/safe (f)	L18
מְפוּרְסָם			famous	L18
מְפוּרְסֶמֶת			famous (f)	L18
נָשֹוּי			married	L18
נְשֹוּאָה			married (f)	L18
רָגִיל			regular, usual	L18
רְגִילָה			regular, usual (f)	L18
יוֹגוּרְט			yogurt	L18
סְפּוֹרְטַאי			athlete	L18
סְפּוֹרְטָאִית			athlete (f)	L18
כָּאן			here<br>(not po)	L18
פּוּרִים			Purim	L18
רַבִּי			Rabbi	L18
שְעָתַיים			two hours	L18
