Phrase	Grammar	Transcription	Translation	Notes
ἀγαθός			dobry	
ἄλλος			inny	
δίκαιος			sprawiedliwy	
ἐγείρω			wskrzeszam; podnoszę	
ἡ ἔρημος			pustynia	
ἔσχατος			ostatni	
κακός			zły	
καλός			dobry; piękny	
ὁ κύριος			pan	
μικρός			mały	
νεκρός			martwy	
ἡ ὁδός			droga	
ἡ παρθένος			dziewica; dziewczyna	
πιστός			wierny	
πρῶτος			pierwszy	
