Phrase	Grammar	Transcription	Translation	Notes
ул			on; ona; ono; syn	
ут			ogień; światło	
су			woda	
сул			lewy	
зур			duży	
бу			to; ten	
ун			dziesięć	
сум			rubel	
ал			weź; różowy	
ат			koń	
бар!			idź! jedź!	
май			masło; tłuszcz	
тау			góra	
баш			głowa	
матур			ładny; ładnie	
лампа			lampa	
анда			tam	
алар			oni	
ата			ojciec	
ана			matka	
апа			ciotka; starsza siostra	
бабай			dziadek	
урам			ulica	
шулай			tak	
бала			dziecko	
малай			chłopiec	
алма			jabłko	
урман			las	
алты			sześć	
утыр!			siedź!	
утыз			trzydzieści	
сары			żółty	
алтын			złoto; złoty	
