Phrase	Grammar	Transcription	Translation	Notes
观念				
性格				
善良				
贤惠				
体贴				
娶				
危机				
满				
亲热				
婚姻				
基础				
实习				
注重				
实际				
一生				
寄托				
未来				
地位				
甚至				
现代化				
家具				
真心				
想象				
按照				
考虑				
嫁				
离婚				
再婚				
看不起				
