Phrase	Grammar	Transcription	Translation	Notes
现在		xiànzài	współczesny; nowoczesny; teraźniejszy; teraz; obecnie	
点		diǎn	godzina; punkt	
刻		kè	kwadrans; rzeźbić; wygrawerować; opresyjny	
早饭		zǎofàn	śniadanie	
半		bàn	połowa; połowiczny; niedokończony	
时候		shí hou	kiedy; czas; moment; okres	
上课		shàngkè	mieć lekcję	
从 ... 到 ...		cóng ... dào ...	od ... do ...	
上午		shàngwǔ	poranek	
今天		jīntiān	dzisiaj; obecnie; teraz	
月		yuè	księżyc; miesiąc	
号日		hào rì	data	
星期		xīngqī	tydzień	
星期天		xīngqītiān	niedziela	
星期日		xīngqīrì	niedziela	
吧		ba	... dobrze?	partykuła modalna oznaczająca delikatną sugestię
咱们		zánmen	my	włączając osobę do której mówimy
啊		a	-	partykuła modalna oznaczająca potwierdzenie, zgodę
出发		chūfā	zaczynać	
行		xíng	dobrze; w porządku; może być; iść	
见面		jiànmiàn	spotkać się; zobaczyć (kogoś)	
差		chà	mniej niż	
分		fēn	dzielić; minuta	
门口		ménkǒu	drzwi; brama	
等		děng	klasa; ranga; czekać; i tym podobne; i tak dalej	
早上		zǎoshang	wcześnie rano	
起		qǐ	wstawać; podnosić się	
床		chuáng	łóżko	
下课		xiàkè	skończyć lekcję	
午饭		wǔfàn	lunch; obiad	
晚饭		wǎnfàn	kolacja	
年		nián	rok	
大前天		dà qián tiān	trzy dni temu	
前天		qiántiān	przedwczoraj	
昨天		zuótiān	wczoraj	
明天		míngtiān	jutro	
后天		hòutiān	pojutrze	
生日		shēngrì	urodziny	
