Phrase	Grammar	Transcription	Translation	Notes
空		kòng	wolny czas	
的话		dehuà	co do ...; jeśli mowa o ...	wyraża przypuszczenie
对话		duìhuà	dialog	
中文		zhōngwén	język chiński	
字幕		zìmù	podpisy; napisy	
大概		dàgài	zwykle; obólnie; mniej więcej; prawdopodobnie; w przybliżeniu; około	
意思		yìsi	myśl; opinia; znaczenie	
肯定		kěndìng	być pewnym; na pewno; niewątpliwie; potwierdzać	
恐怕		kǒngpà	obawiam się, że ...; być może; myślę, że ...	
为什么		wèi shénme	dlaczego; z jakiego powodu	
受伤		shòushāng	być rannym	
俩		liǎ	obydwoje; obaj	
座位		zuòwèi	miejsce siedzące	
邀请		yāoqǐng	zaprosić	
郊游		jiāoyóu	wyjazd; wyjście	
约		yuē	umówione spotkanie; umowa; załatwić; ograniczyć; w przybliżeniu	
长途		chángtú	dalekobieżny	
赶		gǎn	dogonić; wyprzedzić; spieszyć się; odjechać	
约会		yuēhuì	umówione spotkanie; zaręczyny	
放心		fàngxīn	uspokoić się; być spokojnym; spocząć	
耽误		dānwu	spóźnić się na	
脏		zāng	brudny	
烫		tàng	gorący jak ukrop	
忘		wàng	zapomnieć; przeoczyć; zlekceważyć	
上闹钟		shàng nàozhōng	nakręcić budzik	
