Phrase	Grammar	Transcription	Translation	Notes
里边		lǐbian	wnętrze; wewnątrz	
教学楼		jiàoxuélóu	budynek wykładowy	
办公楼		bàngōnglóu	budynek administracyjny	
北边		běibian	część północna; od północy	
西边		xībian	część zachodnia; od zachodu	
附近		fùjìn	w pobliżu; blisko	
饭馆儿		fànguǎnr	restauracja	
东边		dōngbian	część wschodnia; od wschodu	
还		hái	jeszcze; ponadto; również; jeszcze nie	
电影		diànyǐng	film	
电影院		diànyǐngyuàn	kino	
对面		duìmiàn	naprzeciw	
药		yào	lekarstwo	
旁边		pángbian	obok; bok	
茶叶		cháyè	herbata liściasta	
们		men	-	sufiks liczby mnogiej zaimków i niektórych rzeczowników żywotnych
照片		zhàopiàn	fotografia; zdjęcie	
左边		zuǒbian	lewa strona; na lewo	
右边		yòubian	prawa strona; na prawo	
中间		zhōngjiān	pomiędzy; część pośrednia; pośrodku	
后边		hòubian	tył; z tyłu	
桌子		zhuōzi	stół; biurko	
台灯		táidēng	lampa stołowa	
张		zhāng	otwierać	klasyfikator; nazwisko
男		nán	męski; płci męskiej	
男朋友		nánpéngyou	chłopak; sympatia	
下边		xiàbian	część dolna; pod	
抽屉		chōuti	szuflada	
块		kuài	kawałek; gruda	klasyfikator kawałków i grud
巧克力		qiǎokèlì	czekolada	
前边		qiánbian	z przodu; przed; część frontowa	
鞋		xié	but	
眼镜		yǎnjìng	okulary	
闹钟		nàozhōng	budzik	
上边		shàngbian	część górna; u góry	
