Phrase	Grammar	Transcription	Translation	Notes
秋天		qiūtiān	jesień	
天气		tiānqì	pogoda	
山		shān	góra	
树叶		shùyè	liście drzew	
巧		qiǎo	przy okazji; przypadkowo	
阴		yīn	zachmurzony; negatywny (elektrycznie); cienisty	
能		néng	móc; być w stanie	
睡觉		shuìjiào	iść do łóżka; iść spać	
懒		lǎn	leniwy	
睡懒觉		shuìlǎnjiào	zaspać	
看上去		kànshangqu	wydaje się, że; wygląda na to, że	
更		gèng	bardziej	
下		xià	następny	
回		huí	zawracać; odpowiadać; zwracać; krążyć; Islam; raz	
亲戚		qīnqi	krewny	
冬天		dōngtiān	zima	
冷		lěng	zimny	
春天		chūntiān	wiosna	
暖和		nuǎnhuó	ciepły	
夏天		xiàtiān	lato	
晴		qíng	przejrzysty; pogodny	
刮		guā	wiać	
风		fēng	wiatr; wieść; styl; zwyczaj	
导游		dǎoyóu	przewodnik	
胖		pàng	gruby; otyły	
饱		bǎo	jeść do syta; syty	
开		kāi	otwierać; prowadzić pojazd; zaczynać; kwitnąć	
考试		kǎoshì	egzamin	
结婚		jiéhūn	zawrzeć małżeństwo; ożenić się; wyjść za mąż	
关		guān	zamknąć; wyłączyć; dotyczyć; przełęcz	
门		mén	otwór; drzwi; brama; zawór; przełącznik; możliwość; talent; rodzina; dom; sekta; szkoła; klasa; kategoria	
分钟		fēnzhōng	minuta	
开		kāi	prowadzić pojazd; zaczynać; otwierać	
幼儿园		yòuéryuán	przedszkole; żłobek	
小学		xiǎoxué	szkoła podstawowa	
瘦		shòu	ciasny; cienki; szczupły	
