Phrase	Grammar	Transcription	Translation	Notes
अख़बार	N m		gazeta	
आदमी	N m		mężczyzna; człowiek	
और			i; a	
औरत	N f		kobieta	
कम्प्यूटर	N m		komputer	
क़लम	N f		długopis; pióro	
कापी	N f		zeszyt	
काला			czarny	
किताब	N f		książka	
कुर्सी	N f		krzesło	
कैसा			jaki? jakiego rodzaju?	
कौन			kto?	
क्या			co? jaki? czy?	
खिड़की	N f		okno	
गुलाबी			różowy	
चश्मा	N m		okulary	
चीज़	N f		rzecz; przedmiot	
छत	N f		sufit; dach	
छतरी	N f		parasol	
छात्र	N m		student	
छात्रा	N f		studentka	
जी नहीं			nie	uprzejma forma odpowiedzi przeczącej
जी हाँ			tak	uprzejma forma odpowiedzi twierdzącej
तस्वीर	N f		obraz; portret	
दरवाज़ा	N m		drzwi	
दीवार	N f		ściana	
दुकान	N f		sklep; sklepik	
धूसर			szary	
नक्शा	N m		mapa; plan; wykres	
नहीं			nie	
नीला			niebieski	
नोटबुक	N f		zeszyt; notes	
पत्रिका	N f		czasopismo	
पलंग	N m		łóżko	
पहला			pierwszy	
पाठ	N m		lekcja	
पीला			żółty	
पुस्तक	N f		książka	
फूल	N m		kwiat	
फूलदान	N m		wazon	
पेन्सिल	N f		ołówek	
फ़र्श	N m		podłoga	
भी			także; też; nawet	
भूरा			brązowy	
मंदिर	N m		świątynia hinduistyczna	
मकान	N m		budynek; dom	
मस्जिद	N f		meczet; świątynia islamska	
मेज़	N f		stół	
यह			to; ten	
या			albo; lub	
यानी			to jest; to znaczy	
लड़का	N m		chłopak	
लड़की	N f		dziewczyna	
लाल			czerwony	
लेखनी	N f		pióro; długopis; pędzelek	
वह			tamto; tamten	
सफ़ेद			biały	
हरा			zielony	
