Text	Transcription	Notes
熱 re ㄖㄜ	re	
日 ri ㄖ	ri	
繞 rao ㄖㄠ	rc	
柔 rou ㄖㄡ	rz	
然 ran ㄖㄢ	rj	
㆟ ren ㄖㄣ	rf	
讓 rang ㄖㄤ	rh	
扔 reng ㄖㄥ	rg	
如 ru ㄖㄨ	ru	
若 ruo ㄖㄨㄛ	ro	
瑞 rui ㄖㄨㄟ	rv	
軟 ruan ㄖㄨㄢ	rr	
潤 run ㄖㄨㄣ	ry	
榮 rong ㄖㄨㄥ	rs	
