Text	Transcription	Notes
撒 sa ㄙㄚ	sa	
色 se ㄙㄜ	se	
私 si ㄙ	si	
腮 sai ㄙㄞ	sd	
搔 sao ㄙㄠ	sc	
搜 sou ㄙㄡ	sz	
㆔ san ㄙㄢ	sj	
森 sen ㄙㄣ	sf	
桑 sang ㄙㄤ	sh	
僧 seng ㄙㄥ	sg	
蘇 su ㄙㄨ	su	
索 suo ㄙㄨㄛ	so	
雖 sui ㄙㄨㄟ	sv	
酸 suan ㄙㄨㄢ	sr	
孫 sun ㄙㄨㄣ	sy	
鬆 song ㄙㄨㄥ	ss	
